% Model:              zero-angle.mph
% Version:            COMSOL 5.3.1.275
% Date:               May 12 2020, 00:31
% Dimension:          3
% Nodes:              18527
% Expressions:        4
% Description:        Temperature, Mach number, Pressure, Density
% Length unit:        mm
% x                       y                        z                        T (K)                    hmnf.Ma (1)              p (Pa)                   hmnf.rho (kg/m^3)
25.4                      50.800000000000004       50.800000000000004       293.217534135725         1.5999898479536006       45392.80318929121        0.5394052500332152
19.82808843971607         45.98703590295824        50.800000000000004       293.21175865093215       1.6000248660641805       45393.3276737415         0.5394221074702895
18.14285714285713         50.800000000000004       50.800000000000004       293.21461635158107       1.6000148955059064       45393.66978307539        0.5394209155504395
19.920590573654504        50.800000000000004       46.052956935246776       293.2130941769073        1.6000293827385956       45394.73854122124        0.5394364161843641
14.35898504933312         50.800000000000004       45.50083465987096        293.20569379729346       1.600079591654981        45395.8492174762         0.539463230078267
10.88571428571428         50.80000000000001        50.80000000000001        293.21096850053976       1.6000329097087815       45393.422453034465       0.5394246874079798
7.4169999317132325        50.800000000000004       44.909907943956696       293.2041166253615        1.6000914410469778       45396.17000807562        0.5394699440479328
11.885893037284077        46.853052439468826       47.399997537587815       293.2069283410071        1.600069875842581        45396.55720980536        0.5394693720930474
14.305069237792331        45.41163842324385        50.800000000000004       293.20508060214377       1.6000567618288313       45393.155749775426       0.5394323502973773
18.724467844765588        39.441910819889415       50.800000000000004       293.2047839569661        1.600041601013128        45392.82736953581        0.5394289937286308
25.4                      43.542857142857144       50.8                     293.2110540110311        1.5999973257385613       45389.95443670736        0.5393833185479507
25.4                      36.28571428571429        50.800000000000004       293.2087313528196        1.5999605644931494       45386.97826550005        0.5393522242098517
19.545414041408378        37.45515911514514        46.47568191924633        293.2048677470569        1.6001120585778992       45399.542200005606       0.5395086357319202
25.4                      50.8                     43.54285714285714        293.2140722447091        1.600016958375038        45393.57009373047        0.5394207319064338
25.4                      46.17377556534182        45.61096655346685        293.21112555672397       1.60002960082079         45392.5722319378         0.5394142950232339
20.47085983347669         46.88427080399068        42.81429960516365        293.20855957078135       1.6000631256133024       45396.93579068748        0.5394708696572686
18.751655736607706        50.800000000000004       39.65390080321468        293.2024072700024        1.6001012868984927       45396.27700712858        0.5394743606721067
18.235173313156913        43.12504106497838        45.151580297931886       293.2091881766674        1.6000609734806583       45399.27119383518        0.5394974656131523
10.94929668111799         50.800000000000004       38.93645017525895        293.1929761612306        1.600160442675639        45396.399976140245       0.5394931752593547
14.592234997137451        46.962520532489194       42.04401523659541        293.20077113159454       1.60011323499274         45401.65685483135        0.5395413037725382
4.141365272835396         50.800000000000004       38.56980988596878        293.1916743135388        1.6001676749124025       45396.80529826962        0.5395003876407352
9.243133472834412         46.74358434644846        40.892430013839146       293.20009552048583       1.6001070904529897       45403.19189857739        0.5395607891160522
20.28327156735363         40.211850361563236       43.025662097163426       293.2062486287069        1.6000823865098903       45400.75741737658        0.5395205359192757
25.400000000000002        39.80929816335517        44.10950148688885        293.2007628650302        1.6000678499682963       45392.63797732493        0.5394341410222062
0.4145850898667656        50.800000000000004       44.861325949770894       293.20614657083075       1.6000738852330632       45395.54583640755        0.5394587917962443
3.9964309261065463        47.186272314550905       42.69700740608923        293.1993568112994        1.600123890487336        45399.12813453748        0.5395138555953811
3.6285714285714237        50.8                     50.8                     293.2124419219952        1.6000227106115665       45393.167980392274       0.5394189527803646
3.851496579377697         43.572544629101806       46.824204926209674       293.20543332912354       1.6000801947568744       45397.20300828936        0.539479797145616
7.189424155906143         44.657543095152          50.800000000000004       293.20514177441913       1.6000581133646499       45392.628366952835       0.5394259705691661
10.037747972380007        43.781823987044824       47.399997537587815       293.2048571417806        1.6000812662350623       45397.535258343916       0.5394848056135538
25.400000000000002        32.12518886626501        44.436874990353445       293.18779675900174       1.6001057193165014       45390.204547802736       0.5394290777547102
12.88607178885387         42.90610487893765        43.999995075175626       293.2014968296505        1.60011932465293         45403.11525720454        0.5395572995888819
10.78559450474949         38.92415710351039        50.800000000000004       293.19841301714007       1.6000783465853017       45394.31993132724        0.5394584523921475
15.332720476102331        37.00714634827346        45.151580297931886       293.2013503018846        1.600132897385514        45406.14405791308        0.5395935626302624
14.023182765606906        33.751246469548406       50.800000000000004       293.1911401635231        1.6001043990476422       45395.15488262567        0.5394817567809722
19.264455173743755        31.935062040871006       50.800000000000004       293.1905542647472        1.6000554407500023       45390.798564188175       0.5394310637147407
19.815407705897464        33.701734725635944       46.47568191924633        293.1986413399681        1.600155891674194        45401.7710728529         0.5395465803411627
20.366360238051165        35.468407410400864       42.15136383849265        293.19642743868536       1.600161181000985        45405.146105376894       0.5395907630011804
25.399999999999995        29.028571428571432       50.800000000000004       293.2035301158113        1.5998156125429774       45382.20076953951        0.5393050179956765
21.367615289976094        30.189328922207782       45.30680218411583        293.1902273322418        1.6002069724660548       45406.45316121065        0.5396177070154804
21.02112909329888         42.96854160798133        39.57564227508053        293.20409763783283       1.6000955093104094       45400.78540233848        0.5395248264879863
25.400000000000002        45.674036988964154       39.64812395429728        293.2049209272135        1.6000624617482515       45393.42880504543        0.539435888934827
25.400000000000002        50.800000000000004       36.285714285714285       293.2115557208662        1.6000293802288308       45393.34688562487        0.5394227091018441
14.160489125917573        50.800000000000004       33.94912552128398        293.1898735951921        1.6001763436000225       45397.0643200229         0.5395067794135573
19.76849985907505         50.800000000000004       31.99559422339182        293.20114651800884       1.6001078316045676       45396.54443703128        0.5394798584503474
18.205379022836404        45.53152311349926        35.7493774096278         293.19892020304354       1.6001333393828878       45401.20387274414        0.5395393266765978
