% Model:              alireza.mph
% Version:            COMSOL 5.3.1.275
% Date:               May 10 2020, 18:18
% Dimension:          3
% Nodes:              19766
% Expressions:        3
% Description:        Temperature, Pressure, Density
% Length unit:        mm
% x                       y                        z                        T (K)                    p (Pa)                   hmnf.rho (kg/m^3)
25.4                      50.800000000000004       50.800000000000004       293.2171727247409        45393.88013045879        0.5394187122571187
19.828088439716073        45.98703590295822        50.800000000000004       293.2167240044727        45393.86620176891        0.5394193722334194
18.14285714285714         50.800000000000004       50.800000000000004       293.21708743828094       45393.92233300477        0.5394193706509139
19.920590573654522        50.800000000000004       46.05295693524677        293.2168994421664        45394.037910885985       0.5394210899213048
25.4                      43.542857142857144       50.800000000000004       293.2164768528418        45393.628439000335       0.5394170015503928
18.724467844765595        39.44191081988937        50.800000000000004       293.21583346028035       45393.709316478264       0.5394191462502133
22.22555583643947         44.413041393155815       47.00444937345393        293.2167009808957        45393.897211802425       0.53941978308403
25.4                      46.173776398576976       45.61096655261055        293.2167859208812        45393.80897068133        0.5394185782462523
25.4                      50.80000000000001        43.54285714285715        293.21712907830107       45393.91373883616        0.5394191919223655
19.264455173743738        31.935062040871003       50.800000000000004       293.2143082063099        45393.529567535916       0.5394198162320454
14.023182765606926        33.75124646954841        50.800000000000004       293.21473460167175       45393.458513839294       0.5394181874599984
16.226596673814292        38.10898973455437        46.752617812957794       293.21583837577583       45394.1648191395         0.5394245500025577
14.35898504933313         50.800000000000004       45.50083465987094        293.2163660271018        45394.097469633925       0.5394227789713124
18.751655736607717        50.800000000000004       39.653900803214675       293.2159046573591        45394.189947138104       0.5394247266644924
19.05111167287893         45.283225643454486       43.20889874690785        293.2164058943527        45394.17641002455        0.5394236436852833
10.785594504749499        38.92415710351041        50.800000000000004       293.21514447387295       45393.5207355075         0.5394181728213201
16.67809045533563         45.34743203334916        47.00444937345393        293.2164748125631        45394.06973455647        0.5394222492628219
14.30506923779232         45.41163842324384        50.800000000000004       293.21633969251076       45393.77155210222        0.5394189545061456
10.885714285714275        50.800000000000004       50.800000000000004       293.2168437578608        45393.906605489734       0.5394196320487038
9.911795773452827         43.61258301833061        47.255048363476064       293.2161009552704        45394.15882577354        0.5394239957197834
13.744146632050315        28.3883523601495         50.800000000000004       293.2124560526709        45393.081570411574       0.5394178999518777
15.303101873427407        32.08351759485061        46.33390096579204        293.21518841766806       45394.50979992075        0.5394298451818299
10.24425476237425         28.58130609570698        47.70645101443039        293.21352989088695       45394.64411980166        0.5394344925538918
20.474299904681498        40.1318990285229         46.2934348263692         293.21618941732845       45393.94918518443        0.5394213417954804
18.723043972923534        35.85075666388999        45.58242027928447        293.21572497088505       45394.26662315685        0.5394259683821919
25.39999999999999         36.285714285714285       50.8                     293.21529353333653       45393.318905000415       0.5394155002200413
17.938871895494735        27.685409901458115       46.33390096579204        293.21468519224885       45394.96112433178        0.5394361341360553
19.294722809741575        24.955031082763426       50.800000000000004       293.2119836223471        45393.640279859894       0.5394254083768829
15.242032869025698        23.07265273786488        44.32206266959799        293.2131811061879        45397.33542097217        0.5394671155841929
21.669435947747367        29.934886211107305       45.38912172121787        293.2151614045405        45394.069611143095       0.5394246640475642
25.4                      29.02857142857144        50.800000000000004       293.2136894679099        45392.82579597118        0.539412591446666
13.037860228698532        21.51060750735719        50.800000000000004       293.2085637520759        45393.342147251074       0.5394281571892965
19.03723101666238         17.89431949567447        50.800000000000004       293.2073878383847        45393.88938795096        0.5394368236932162
15.719762139582667        18.64543868226966        45.77308526673758        293.21144983902565       45398.76723697761        0.5394873155717719
25.4                      14.51428571428573        50.80000000000001        293.20358062326574       45389.395904441415       0.5393904293589203
25.4                      7.257142857142861        50.80000000000001        293.19782429882054       45388.63226702818        0.5393919442022782
19.158554914925542        10.885714285714286       50.800000000000004       293.1972084816044        45392.94461271008        0.5394443245152951
21.33181787273567         7.220908082253236        46.716302503073585       293.203971543412         45399.311581508286       0.539507544207943
19.15855491492555         3.6285714285714414       50.800000000000004       293.1847288415446        45399.38536373139        0.5395438307627954
25.399999999999995        6.661338147750939E-15    50.800000000000004       293.19283363819846       45386.21708485473        0.5393724234428852
23.36590893636783         3.610454041126621        48.758151251536795       293.20153380612186       45398.15690014396        0.5394983078907891
21.643095957447343        0.015542827251257847     48.30471064074192        293.2058607308071        45418.25199263311        0.5397291469850345
25.4                      39.80929511404339        44.10948766323366        293.21550870282556       45393.584249302796       0.5394182575054715
21.790816386051667        42.720589309299946       40.005272676969284       293.2156857112252        45393.984755241305       0.5394226911342836
19.768499859075042        50.800000000000004       31.995594223391816       293.21504980575384       45394.32884469562        0.5394279498677664
25.4                      50.80000000000001        36.285714285714306       293.2168345104338        45393.8527887335         0.5394190095517494
20.785530474505226        44.52169136003321        36.92337486444942        293.2154858715521        45394.196924433454       0.539425580011485
25.4                      45.674727331690896       39.64570479536962        293.2160832652748        45393.707146224806       0.5394186609035226
9.034321604035824         38.03122636155925        46.338072906874274       293.21546689609926       45394.33285649364        0.5394272302201913
15.090372787661218        7.220908082253236        46.71630250307357        293.2002256861368        45407.00029639664        0.5396058076575638
8.814983046397616         25.586104638552076       50.800000000000004       293.2094795625795        45392.98341192958        0.5394222093501264
7.533349910167337         31.932422866035058       50.800000000000004       293.2133438078362        45393.447664553525       0.5394206171485355
9.275818233622642         33.78568601152977        45.04563069326223        293.2147132877953        45395.10521745216        0.539437794730993
10.40195109559716         25.078911213453157       45.04563069326223        293.2120081139947        45396.9303976034         0.5394644607115632
6.7443628926981845        28.774259831264477       44.6129020288608         293.2119119230383        45395.944330016704       0.5394529199663775
10.661332826669888        19.61882571253372        46.82468070059663        293.2095347875465        45397.98889387004        0.5394815897998929
11.791732036058745        46.683811470754605       41.323273451105536       293.2156253328057        45394.710089199936       0.5394314214518094
7.416999931713218         50.800000000000004       44.90990794395665        293.2161559979914        45394.149512110096       0.5394237837834621
10.94929668111799         50.800000000000004       38.936450175258955       293.21443316862275       45394.21991324967        0.5394277898457218
13.560178815064221        47.084327694187756       36.56874755439409        293.21431034403423       45395.06258792229        0.5394380294676483
14.160489125917568        50.800000000000004       33.94912552128398        293.2136972322318        45394.29938546989        0.5394300881395528
3.7795912695039346        38.303672369174386       50.800000000000004       293.2145452662545        45393.624483064734       0.5394205080166099
7.189424155906157         44.65754309515203        50.800000000000004       293.2156836873673        45393.7637078351         0.5394200681221138
5.32890873980133          40.439672223293435       45.47722191359359        293.2153019017197        45394.56008735722        0.5394302339775833
9.291826320179633         47.415502599167155       47.598834937867714       293.2164250785467        45394.05991403127        0.5394222240588349
3.6285714285714175        50.800000000000004       50.800000000000004       293.2166694854554        45393.949951153256       0.539420467731558
7.730829471478171         50.800000000000004       32.0758320305401         293.2102186397239        45394.887495417584       0.5394434765578086
13.98461300299395         50.800000000000004       28.259800049352798       293.2116088007355        45394.64040490716        0.5394379827240521
11.596508447521275        46.95007352133546        33.04140917219304        293.21204593636145       45395.070587032365       0.5394422904763415
17.385071738749588        47.38180257582527        29.03016125805871        293.21369730653976       45395.12136882471        0.5394398558054002
19.61249227216746         50.800000000000004       25.019185787813413       293.2146804771448        45394.31839172467        0.5394285051082903
25.399999999999995        50.8                     29.028571428571436       293.2165372771141        45393.76264671971        0.5394184851939822
25.4                      3.6285714285714286       44.558554914925566       293.18999081241077       45398.580076754566       0.5395245772341505
21.790816386051667        36.90383769410287        39.753992854693955       293.21503902246855       45394.33092375867        0.5394279944116195
25.4                      32.18436252075649        44.4443424766437         293.2141495319514        45393.37115647307        0.5394182257125217
20.082114642454233        13.882426247599337       43.64821572775436        293.2072045859595        45399.25712734415        0.5395009482356116
16.197491410139634        14.21822462667444        47.22410786387718        293.20705043224814       45400.077355613714       0.5395109790458897
25.4                      10.885714285714293       44.55855491492555        293.19644196796105       45392.34514494951        0.5394386107815408
21.33181787273567         7.220908082253233        40.474857417999125       293.20463027268755       45413.36110077835        0.5396732907016342
20.082114642454233        21.066394262276603       43.598494645933755       293.21344184648575       45396.81012229675        0.5394603936215924
25.400000000000002        21.771428571428583       50.800000000000004       293.20990656103044       45391.21928510165        0.5394004600310288
25.4                      25.253650315068825       44.45911275128433        293.21235506679153       45393.39398492816        0.5394217982388836
21.669435947747367        28.009380576604794       42.56539451633362        293.2137867463435        45395.2052822445         0.5394406884192466
25.4                      18.14285714285716        44.558554914925566       293.2050190607462        45391.76510335459        0.5394159376844317
22.024426258611534        17.343098486633217       41.86026965969296        293.2089559527392        45397.46310936497        0.5394764067009226
22.741367343089365        -0.4458000149457966      44.87127150656513        293.24541729788217       45450.35816327924        0.5400378248120693
25.4                      1.2967404927621826E-14   44.558554914925566       293.2028913128333        45419.907535643426       0.5397542869962453
23.203457228715955        0.9226856843941134       42.063265555667485       293.2718110997784        45460.882872310125       0.5401142651920344
25.39999999999999         -7.257142857142853       50.8                     293.2737156083639        45448.39365137256        0.5399623760211191
22.74136734308936         -2.2600857292315073      47.991994049102345       293.2627138671192        45448.75569983344        0.5399869342717835
19.158554914925542        -3.6285714285714223      50.800000000000004       293.22364535711654       45454.71287567063        0.5401296689926695
19.62064480055214         -7.7029428720886575      47.991994049102345       293.41224430364946       45584.13798302224        0.5413194307780574
22.741367343089358        -5.888657157802938       47.991994049102345       293.30174892349635       45492.28439168203        0.540432173674228
12.312868177825035        14.554023005749546       50.800000000000004       293.20073252500066       45393.60899230443        0.5394457361293303
5.741527792166042         19.156333122136346       50.800000000000004       293.2059068873711        45393.5610676047         0.5394356467257236
10.817739066793672        15.08968921697259        45.43011508837498        293.207396779405         45404.62306882033        0.5395643605910082
12.917109829851103        7.257142857142865        50.800000000000004       293.18284470938926       45394.733751793625       0.539492016219436
10.974145306917457        10.560552721411458       44.03554947615335        293.19470188057335       45412.88612018043        0.5396859208868251
12.917109829851096        -3.6285714285714223      50.800000000000004       293.19012540851867       45458.257459692104       0.5402335455665209
12.917109829851096        1.2967404927621826E-14   50.800000000000004       293.1885397703258        45413.397542737766       0.5397033416368917
13.841289601104279        -2.7058857441773134      48.30471064074192        293.2495562326754        45472.61034405017        0.5402945977481782
17.886191914894688        0.03108565450250903      45.809421281483836       293.22902214426483       45452.63662734971        0.5400950937078096
25.4                      1.945110739143274E-14    38.317109829851134       293.33749182025105       45515.59078700878        0.5406431604819061
21.33181787273567         3.5923366536818144       40.47485741799913        293.23077796379044       45441.47131730103        0.5399591876848429
25.4                      -1.8142857142856885      41.43783237238835        293.28945888936465       45489.31529574206        0.5404195467214062
25.4                      -3.628571428571403       44.55855491492555        293.27949193316005       45468.02015729467        0.5401849147317672
23.147394452111946        -8.554996891135726       47.94741325264412        293.52989986710696       45605.88055166844        0.5413605469855491
23.203457228715955        -2.7058857441773028      42.06326555566748        293.34505036019556       45528.27832747717        0.540779931104436
11.391845362527345        2.6539203367745503       46.23481502587898        293.2206132291822        45435.40129866801        0.5399057761982055
25.4                      34.04122410129677        39.14314515081898        293.2128803803407        45393.40259961422        0.5394209341934452
20.128605227191514        33.50163029205443        41.128310263894925       293.2145846908145        45394.89188233157        0.5394354962168327
25.4                      39.608096932822384       35.81317912221034        293.2135782015849        45393.3073880535         0.5394185190017955
21.534166481459497        31.152503920218876       36.67420024850536        293.21348558335563       45395.27871178394        0.5394421150644854
20.785530474505226        43.96360515165053        29.80052246676462        293.2141102349776        45394.566675485024       0.5394325045921119
25.4                      44.94612332705174        32.54580867478613        293.21478080679435       45393.507319033255       0.5394186824181882
21.231857753468727        39.89983452132727        32.89518636227254        293.21389249248574       45394.60263398887        0.5394333324803463
0.4509198529156377        32.4810460578852         50.800000000000004       293.21339691475976       45393.55596353887        0.5394218063895977
-3.186295869642264        38.81141067298838        50.800000000000004       293.21459948046595       45393.58881125866        0.5394199843855734
-0.5371775642587422       38.03013575968333        45.31367572249739        293.2152875467357        45394.73000907918        0.5394322795914607
3.086774689799212         32.46960844907579        44.18017336445936        293.2143141079412        45395.84413390799        0.5394473098002215
-3.6285714285714357       50.80000000000002        50.80000000000002        293.21664270977436       45393.929231781694       0.5394202707796342
-6.814560166770354        44.43957268126431        50.800000000000004       293.2157850689438        45393.80783228375        0.5394204059499919
-10.885714285714288       50.79999999999999        50.79999999999999        293.21669938029515       45393.891843056546       0.5394197222313025
-6.361785333557537        50.800000000000004       44.590735300920755       293.21579542503434       45394.19532953167        0.5394249915772377
4.618119751045887         21.818974990460323       46.41236214796924        293.2114859565738        45398.091040128376       0.539479213666984
3.4247940358113715        26.21744912818909        50.800000000000004       293.2105774458774        45393.52407822398        0.5394266144846933
0.35796712326000163       29.995536579737745       47.49008668222967        293.2140768205293        45395.15398649568        0.539439545197699
-2.3708404432792087       27.521464710399698       50.800000000000004       293.2110831310491        45393.38770208817        0.5394240635640201
-1.7850844326009718       21.62198013509229        50.800000000000004       293.2079285261724        45393.75966525978        0.5394342873963769
18.731123429026574        46.42470413136913        25.415687555212788       293.21361747263376       45394.97569887411        0.5394382716524652
25.400000000000002        50.800000000000004       21.771428571428572       293.2147289705018        45393.80875089374        0.5394223597460516
19.31521726480339         50.800000000000004       17.54102781463893        293.2116764058406        45394.82311339355        0.5394400295258065
4.1413652728353965        50.800000000000004       38.56980988596879        293.21367730816166       45394.37962293892        0.5394310782731251
7.552315408521037         45.26180372988728        37.595001669936515       293.2129332669893        45394.95164716161        0.539439244606934
7.374845227172994         44.23545361394049        44.07019642558668        293.2157942935283        45394.546073901496       0.5394291615987877
0.8335102672382156        45.33782536423566        45.58048006738945        293.2157435656766        45394.23945107177        0.5394256112841503
0.1660228942045727        44.45792056530668        50.800000000000004       293.2154617296556        45393.683603097306       0.5394195245554827
0.414585089866754         50.800000000000004       44.86132594977091        293.2159129325964        45394.156876616886       0.5394243184596191
-4.302215056155415        43.04453728082953        44.99518514401149        293.21531447745014       45394.39665198477        0.5394282687154403
-9.604890304148112        44.51996657327421        45.468234949117715       293.2156464717959        45394.30527972953        0.5394265721574001
